10000
(0.0116891,-0.00681234)
(0.0124395,-0.00524717)
(0.0127872,-0.00373535)
(0.0127773,-0.00236946)
(0.0124706,-0.00121431)
(0.0119319,-0.000307109)
(0.0112239,0.000340663)
(0.0103997,0.000737769)
(0.00950147,0.000909734)
(0.00855981,0.000894038)
(0.00759514,0.00073505)
(0.00662068,0.000481165)
(0.00564538,0.000181217)
(0.00467771,-0.000117749)
(0.00372832,-0.000372974)
(0.00281263,-0.000548865)
(0.00195115,-0.00061869)
(0.00116936,-0.000567658)
(0.000496133,-0.000393856)
(-4.03412e-05,-0.000110125)
(-0.000415947,0.000257591)
(-0.000615093,0.000671053)
(-0.000634773,0.00108438)
(-0.000487949,0.00145001)
(-0.000201627,0.00172217)
(0.000182008,0.00186613)
(0.000611813,0.00186195)
(0.00103294,0.00170691)
(0.00139342,0.00141795)
(0.00165197,0.0010277)
(0.00178168,0.000579682)
(0.00177457,0.000123103)
(0.00164029,-0.00029592)
(0.00140354,-0.000639676)
(0.00109887,-0.000883599)
(0.000765651,-0.00101819)
(0.000439705,-0.00104733)
(0.000153259,-0.000989452)
(-7.50517e-05,-0.000867088)
(-0.000235077,-0.000707587)
(-0.000327756,-0.000536461)
(-0.000361458,-0.000374551)
(-0.000349874,-0.000236433)
(-0.000308305,-0.00012972)
(-0.000251656,-5.58429e-05)
(-0.000192419,-1.17624e-05)
(-0.000139411,9.16159e-06)
(-9.79836e-05,1.48241e-05)
(-6.99228e-05,1.28514e-05)
(-5.49213e-05,1.03652e-05)
(-5.03801e-05,1.27313e-05)
(-5.31883e-05,2.3843e-05)
(-6.02079e-05,4.58615e-05)
(-6.8423e-05,7.99293e-05)
(-7.59608e-05,0.00012634)
(-8.20248e-05,0.000184616)
(-8.6499e-05,0.000254285)
(-9.08746e-05,0.000334689)
(-9.76872e-05,0.000424799)
(-0.000110182,0.000523791)
(-0.000132659,0.000630268)
(-0.000170314,0.000741897)
(-0.000228038,0.000855292)
(-0.000311323,0.000965664)
(-0.000424239,0.00106595)
(-0.00056969,0.00114739)
(-0.000747608,0.00119901)
(-0.000954462,0.00120885)
(-0.00118146,0.0011643)
(-0.00141477,0.00105473)
(-0.00163459,0.00087329)
(-0.00181678,0.000619898)
(-0.00193438,0.000303284)
(-0.00196157,-5.58436e-05)
(-0.0018796,-0.00042725)
(-0.00168037,-0.000766526)
(-0.00137194,-0.00102722)
(-0.00098422,-0.00116205)
(-0.000568047,-0.00113401)
(-0.000192569,-0.000926223)
(6.32261e-05,-0.000550599)
(0.000122197,-5.31209e-05)
(-7.57382e-05,0.00048587)
(-0.000558149,0.000958961)
(-0.00130884,0.00124522)
(-0.00226186,0.00122954)
(-0.00330427,0.000822223)
(-0.00428937,-2.01604e-05)
(-0.00505577,-0.00128337)
(-0.00545171,-0.00289194)
(-0.00535976,-0.00471617)
(-0.00471557,-0.00658914)
(-0.00351911,-0.00833022)
(-0.00183454,-0.00976971)
(0.000219177,-0.0107739)
(0.00248681,-0.011259)
(0.00479862,-0.0112009)
(0.00699196,-0.0106323)
(0.00893013,-0.00963333)
(0.0105144,-0.00831723)
(0.0106546,-0.00815722)
(0.0117184,-0.00677822)
(0.0123901,-0.00537135)
(0.0126945,-0.00403456)
(0.012673,-0.00284656)
(0.0123792,-0.00185951)
(0.0118693,-0.00110083)
(0.011194,-0.000576569)
(0.0103983,-0.000272484)
(0.00951675,-0.000160782)
(0.00857506,-0.00020309)
(0.00759232,-0.000354447)
(0.00658347,-0.000566901)
(0.00556227,-0.00079263)
(0.0045446,-0.000986699)
(0.00355055,-0.00111039)
(0.00260499,-0.00113397)
(0.00173767,-0.00103957)
(0.000981085,-0.00082325)
(0.000367233,-0.000496286)
(-7.66174e-05,-8.46386e-05)
(-0.000332923,0.000372773)
(-0.000397486,0.000828269)
(-0.000282494,0.00123152)
(-1.66541e-05,0.00153446)
(0.000355375,0.00170044)
(0.000778963,0.00170804)
(0.00119542,0.00155471)
(0.00154897,0.00125885)
(0.00179568,0.00085476)
(0.00190603,0.000390987)
(0.00187223,-8.08931e-05)
(0.00170445,-0.000510776)
(0.00142944,-0.000858081)
(0.00108527,-0.00109662)
(0.00071397,-0.00121639)
(0.000355445,-0.00122301)
(4.31813e-05,-0.00113584)
(-0.000202013,-0.000980659)
(-0.00036997,-0.000787419)
(-0.000461909,-0.000584358)
(-0.000487893,-0.00039444)
(-0.000463128,-0.000233742)
(-0.000405086,-0.000110467)
(-0.000330598,-2.61858e-05)
(-0.000253479,2.27277e-05)
(-0.0001839,4.38012e-05)
(-0.000127923,4.56012e-05)
(-8.76613e-05,3.72154e-05)
(-6.24088e-05,2.61416e-05)
(-4.97389e-05,1.86958e-05)
(-4.59713e-05,1.9179e-05)
(-4.72531e-05,3.01307e-05)
(-5.03182e-05,5.28431e-05)
(-5.24939e-05,8.77875e-05)
(-5.24663e-05,0.000134535)
(-4.96903e-05,0.000192749)
(-4.50928e-05,0.000261969)
(-4.06555e-05,0.000341715)
(-3.93988e-05,0.000431636)
(-4.52449e-05,0.000531088)
(-6.32493e-05,0.000638835)
